name,primaryMuscles,secondaryMuscles,equipment,mechanic,force,movement_pattern,difficulty_level,category,skill_level,fatigue_score,stimulus_score,sfr_ratio,axial_load,recovery_time_hours,order_priority,gifUrl,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_seconds,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_seconds,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_seconds,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_seconds,Endurance_sets,General_min_reps,General_max_reps,General_rest_seconds,General_sets,contraindications,instructions
Smith Machine Close-Grip Bench Press,triceps,chest|shoulders,machine,compound,push,horizontal_push,2,strength,beginner,4,8,2.0,0,36,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Place a flat bench underneath the smith machine. Place the barbell at a height that you can reach when lying down and your arms are almost fully extended. Once the weight you need is selected, lie down on the flat bench. Using a close and pronated grip (palms facing forward) that is around shoulder width, unlock the bar from the rack and hold it straight over you with your arms locked. This will be your starting position. | As you breathe in, come down slowly until you feel the bar on your middle chest. Tip: Make sure that as opposed to a regular bench press, you keep the elbows close to the torso at all times in order to maximize triceps involvement. | After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your triceps muscles. Lock your arms in the contracted position, hold for a second and then start coming down slowly again. Tip: It should take at least twice as long to go down than to come up. | Repeat the movement for the prescribed amount of repetitions. | When you are done, lock the bar back in the rack."
Smith Machine Decline Press,chest,shoulders|triceps,machine,compound,,other,2,strength,beginner,2,5,2.5,0,24,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Position a decline bench in the rack so that the bar will be above your chest. Load an appropriate weight and take your place on the bench. | Rotate the bar to unhook it from the rack and fully extend your arms. Your back should be slightly arched and your shoulder blades retracted. This will be your starting position. | Begin the movement by flexing your arms, lowering the bar to your chest. | Pause briefly, and then extend your arms to push the weight back to the starting position. | After completing the desired number of repetitions, rotate the bar to rack the weight."
Smith Machine Hang Power Clean,hamstrings,glutes|lower back|quadriceps|shoulders|traps,machine,compound,pull,hip_hinge,3,strength,advanced,8,9,1.12,6,72,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Position the bar at knee height and load it to an appropriate weight. | Take a pronated grip on the bar outside of shoulder width and unhook the bar from the machine. Your arms should be fully extended with your head and chest up. Your elbows should be pointed out with your shoulders back and down. Your hips should be back, loading the tension into the hamstrings. This will be your starting position. | Initate the movement by forcefully extending the hips and knees, accelerating into the bar. Ensure that you keep your arms straight during this part of the motion. | Upon full extension, rebend the hips and knees to lower your receiving position. | Allow the arms to flex at this point, rotating the elbows around the bar to receive it on your shoulders. | Extend through the hips and knees to come to a standing position with the bar racked on your shoulders to complete the movement."
Smith Machine Hip Raise,abdominals,,machine,isolation,pull,core_flexion,2,strength,beginner,1,6,6.0,0,24,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Position a bench in the rack and load the bar to an appropriate weight. Lie down on the bench, placing the bottom of your feet against the bar. Unlock the bar and extend your legs. You may need to use your hands to assist you. For added stability grasp the sides of the Smith Machine. This will be your starting position. | Initiate the movement by rotating your pelvis, flexing your spine to raise your hips off of the bench. Maintain a slight bend in the knees throughout the motion. | After a brief pause, return the hips to the bench. | Repeat for the desired number of repetitions."
Smith Machine Incline Bench Press,chest,shoulders|triceps,machine,compound,push,horizontal_push,2,strength,beginner,4,8,2.0,0,36,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Place an incline bench underneath the smith machine. Place the barbell at a height that you can reach when lying down and your arms are almost fully extended. Once the weight you need is selected, lie down on the incline bench and make sure your upper chest is aligned with the barbell. Using a pronated grip (palms facing forward) that is wider than shoulder width, unlock the bar from the rack and hold it straight over you with your arms locked. This will be your starting position. | As you breathe in, come down slowly until you feel the bar on your upper chest. | After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles. Lock your arms in the contracted position, hold for a second and then start coming down slowly again. Tip: It should take at least twice as long to go down than to come up. | Repeat the movement for the prescribed amount of repetitions. | When you are done, place the bar back in the rack."
Smith Machine Leg Press,quadriceps,calves|glutes|hamstrings,machine,compound,push,squat,3,strength,beginner,6,9,1.5,5,72,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,hip_impingement|knee_injury|lower_back_injury,"Position a Smith machine bar a couple feet off of the ground. Ensure that it is resting on the safeties. After loading the bar to an appropriate weight, lie underneath the bar. Place the middle of your feet on the bar, tucking your knees to your chest. This will be your starting position. | Begin the movement by driving through your feet to move the bar upward, extending the hips and knees. Do not lock out your knees. | At the top of the motion, pause briefly before returning to the starting position."
Smith Machine One-Arm Upright Row,shoulders,biceps|traps,machine,compound,pull,horizontal_pull,2,strength,beginner,4,8,2.0,2,36,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,bicep_tendinitis|lower_back_injury|rotator_cuff_tear|shoulder_impingement,"With the bar at thigh level, load an appropriate weight. | Take a wide grip on the bar and unhook the weight, removing your off hand from the bar. Your arm should be extended as you stand up straight with your head and chest up. This will be your starting position. | Begin the movement by flexing the elbow, raising the upper arm with the elbow pointed out. Continue until your upper arm is parallel to the floor. | After a brief pause, return the weight to the starting position. | Repeat for the desired number of repetitions before engaging the hooks to rack the weight."
Smith Machine Overhead Shoulder Press,shoulders,triceps,machine,compound,push,vertical_push,2,strength,beginner,4,7,1.75,3,36,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,neck_injury|rotator_cuff_tear|shoulder_impingement,"To begin, place a flat bench (or preferably one with back support) underneath a smith machine. Position the barbell at a height so that when seated on the flat bench, the arms must be almost fully extended to reach the barbell. | Once you have the correct height, sit slightly in behind the barbell so that there is an imaginary straight line from the tip of your nose to the barbell. Your feet should be stationary. Grab the barbell with the palms facing forward, unlock it and lift it up so that your arms are fully extended. This is the starting position. | Slowly begin to lower the barbell until it is level with your chin while inhaling. | Then lift the barbell back to the starting position using your shoulders while exhaling. | Repeat for the recommended amount of repetitions."
Smith Machine Pistol Squat,quadriceps,calves|glutes|hamstrings,machine,compound,push,squat,3,strength,advanced,6,9,1.5,5,72,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,hip_impingement|knee_injury|lower_back_injury,"To begin, first set the bar to a position that best matches your height. Step under it and position the bar across the back of your shoulders. | Take the bar with your hands facing forward, unlock it and lift it off the rack by extending your legs. 3 | Move one foot forward about 12 inches in front of the bar. Extend the other leg out in front of you, holding it off the ground. Look forward at all times and maintain a neutral or slightly arched spine. This will be your starting position. | Maintaining good posture, lower yourself by flexing the knee and hip, going down as far as flexibility allows. | Pause briefly at the bottom and then return to the starting position by driving through the heel of your foot, extending the knee and hip."
Smith Machine Reverse Calf Raises,calves,,machine,isolation,push,calf,2,strength,beginner,1,6,6.0,0,24,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,achilles_tendinitis|ankle_injury|plantar_fasciitis,"Adjust the barbell on the smith machine to fit your height and align a raised platform right under the bar. | Stand on the platform with the heels of your feet secured on top of it with the balls of your feet extending off it. Position your toes facing forward with a shoulder width stance. | Now, place your shoulders under the barbell while maintaining the foot positioning described and push the barbell up by extending your hips and knees until your torso is standing erect. The knees should be kept with a slight bend; never locked. This will be your starting position. Tip: The barbell on your back is only for balance purposes. | Raise the balls of your feet as you breathe out by extending your toes as high as possible and flexing your calf. Ensure that the knee is kept stationary at all times. There should be no bending at any time. Hold the contracted position for a second before you start to go back down. | Slowly go back down to the starting position as you breathe in by lowering the balls of your feet and toes. | Repeat for the recommended amount of repetitions."
Smith Machine Squat,quadriceps,calves|glutes|hamstrings|lower back,machine,compound,push,squat,2,strength,beginner,6,9,1.5,5,60,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,hip_impingement|knee_injury|lower_back_injury,"To begin, first set the bar on the height that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. | Hold on to the bar using both arms at each side (palms facing forward), unlock it and lift it off the rack by first pushing with your legs and at the same time straightening your torso. | Position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times and also maintain a straight back. This will be your starting position. (Note: For the purposes of this discussion we will use the medium stance which targets overall development; however you can choose any of the three stances discussed in the foot stances section). | Begin to slowly lower the bar by bending the knees as you maintain a straight posture with the head up. Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees (which is the point in which the upper legs are below parallel to the floor). Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly. | Begin to raise the bar as you exhale by pushing the floor with the heel of your foot as you straighten the legs again and go back to the starting position. | Repeat for the recommended amount of repetitions."
