name,targetMuscles,bodyParts,equipments,secondaryMuscles,instructions,movement_pattern,difficulty_level,exercise_type,recommended_rep_min,recommended_rep_max,rest_seconds,unilateral,metabolic_load_score
explosive triceps curl,triceps,neck,Medicine Ball,upper back,"Step:1 Stand in a stable position preparing to perform the 'Explosive Triceps Curl'. Step:2 Grab the Medicine Ball securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the triceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: upper back. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,intermediate,isolation,11,14,69,False,6
standing adductors raise,adductors,chest,tire,groin,"Step:1 Stand in a stable position preparing to perform the 'Standing Adductors Raise'. Step:2 Grab the tire securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the adductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: groin. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",general,intermediate,isolation,12,12,56,False,7
incline cardiovascular system squat,cardiovascular system,lower legs,Lever (plate loaded),triceps,"Step:1 Stand in a stable position preparing to perform the 'Incline Cardiovascular System Squat'. Step:2 Grab the Lever (plate loaded) securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the cardiovascular system. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: triceps. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",squat,intermediate,compound,7,11,113,False,5
seated traps press,traps,chest,Assisted,sternocleidomastoid,"Step:1 Stand in a stable position preparing to perform the 'Seated Traps Press'. Step:2 Grab the Assisted securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the traps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: sternocleidomastoid. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",vertical_push,intermediate,compound,6,12,110,False,4
standing biceps lunge,biceps,upper legs,Sled (selectorized),biceps,"Step:1 Stand in a stable position preparing to perform the 'Standing Biceps Lunge'. Step:2 Grab the Sled (selectorized) securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the biceps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: biceps. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",lunge,intermediate,compound,8,10,105,True,5
cable quads squat,quads,lower arms,Lever (selectorized)​​​​​​​,ankle stabilizers,"Step:1 Stand in a stable position preparing to perform the 'Cable Quads Squat'. Step:2 Grab the Lever (selectorized)​​​​​​​ securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the quads. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: ankle stabilizers. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",squat,intermediate,compound,8,11,113,False,6
single-leg lats squat,lats,shoulders,Lever (selectorized)  Chest Dip,forearms,"Step:1 Stand in a stable position preparing to perform the 'Single-Leg Lats Squat'. Step:2 Grab the Lever (selectorized)  Chest Dip securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the lats. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: forearms. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",squat,intermediate,compound,8,10,102,False,5
kettlebell traps lunge,traps,shoulders,Sled,lats,"Step:1 Stand in a stable position preparing to perform the 'Kettlebell Traps Lunge'. Step:2 Grab the Sled securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the traps. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: lats. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",lunge,intermediate,compound,8,12,118,True,5
seated adductors row,adductors,lower arms,sled machine,core,"Step:1 Stand in a stable position preparing to perform the 'Seated Adductors Row'. Step:2 Grab the sled machine securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the adductors. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: core. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",horizontal_pull,beginner,compound,8,10,90,False,3
band forearms extension,forearms,waist,barbell,core,"Step:1 Stand in a stable position preparing to perform the 'Band Forearms Extension'. Step:2 Grab the barbell securely and set up your stance according to proper form. Step:3 Execute the main movement: focus on controlled motion targeting the forearms. Step:4 Maintain a controlled tempo, exhale during the exertion phase and inhale during the return. Step:5 Keep a neutral spine, engage your core, and avoid locking joints at full extension. Step:6 Repeat for desired repetitions, starting with 8–12 reps for general strength or adjust as needed. Step:7 Secondary muscles engaged: core. Step:8 After finishing, perform a brief cool-down and stretch the worked muscles.",isolation,advanced,isolation,11,14,67,False,5
