exerciseId,name,exerciseType,bodyParts,equipments,targetMuscles,secondaryMuscles,instructions,imageUrl,videoUrl
aHDy5O5,Band Y-Raise,STRENGTH,SHOULDERS,BAND,DELTS,TRAPS|RHOMBOIDS,"Step:1 Stand with your feet shoulder-width apart and hold the band in front of your thighs with your palms facing inwards.|Step:2 Keep your arms straight and lift them up and out to the sides, forming a 'Y' shape with your body.|Step:3 Squeeze your shoulder blades together at the top of the movement.|Step:4 Slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/aHDy5O5.gif,
eXMFHww,Landmine Lateral Raise,STRENGTH,SHOULDERS,BARBELL,DELTS,TRAPS|UPPER BACK,"Step:1 Stand with your feet shoulder-width apart and knees slightly bent.|Step:2 Hold the barbell with an overhand grip, resting it on the front of your shoulders.|Step:3 Keeping your core engaged and back straight, lift the barbell up and away from your body, raising it to shoulder height.|Step:4 Pause for a moment at the top, then slowly lower the barbell back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/eXMFHww.gif,
wEulIzp,Cable One Arm Lateral Raise,STRENGTH,SHOULDERS,CABLE,DELTS,TRAPS|TRICEPS,"Step:1 Stand with your feet shoulder-width apart, facing the cable machine.|Step:2 Hold the cable handle with one hand, palm facing down, and stand far enough away from the machine so that there is tension on the cable.|Step:3 Keep your arm straight and slowly raise it out to the side until it is parallel to the ground.|Step:4 Pause for a moment at the top, then slowly lower your arm back down to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch sides.",https://static.exercisedb.dev/media/wEulIzp.gif,
kuXhl0o,Kettlebell Pirate Supper Legs,STRENGTH,SHOULDERS,KETTLEBELL,DELTS,TRICEPS|FOREARMS,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand.|Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight.|Step:3 Raise the kettlebell up to shoulder height, keeping your elbow close to your body.|Step:4 Extend your arm fully overhead, straightening your elbow.|Step:5 Lower the kettlebell back down to shoulder height, then return to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch sides.",https://static.exercisedb.dev/media/kuXhl0o.gif,
q7qkONO,Dumbbell Seated Alternate Shoulder,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRICEPS|UPPER BACK,"Step:1 Sit on a bench with your back straight and feet flat on the ground.|Step:2 Hold a dumbbell in each hand, palms facing inwards, and raise them to shoulder height.|Step:3 Press one dumbbell up overhead while keeping the other dumbbell at shoulder height.|Step:4 Lower the raised dumbbell back to shoulder height while simultaneously pressing the other dumbbell up overhead.|Step:5 Continue alternating between arms for the desired number of repetitions.",https://static.exercisedb.dev/media/q7qkONO.gif,
0dCyly0,Barbell Seated Bradford Rocky Press,STRENGTH,SHOULDERS,BARBELL,DELTS,TRICEPS|UPPER BACK,"Step:1 Sit on a bench with your back straight and feet flat on the ground.|Step:2 Hold the barbell with an overhand grip, slightly wider than shoulder-width apart.|Step:3 Lift the barbell to shoulder height, keeping your elbows slightly bent and pointing forward.|Step:4 Press the barbell overhead, fully extending your arms.|Step:5 Lower the barbell back to shoulder height and repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/0dCyly0.gif,
vzAxBtt,Kettlebell One Arm Clean And Jerk,PLYOMETRICS,SHOULDERS,KETTLEBELL,DELTS,TRICEPS|CORE,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand with an overhand grip.|Step:2 Bend your knees slightly and hinge at the hips, lowering the kettlebell between your legs.|Step:3 Explosively extend your hips, knees, and ankles, using the momentum to swing the kettlebell up to shoulder height.|Step:4 As the kettlebell reaches shoulder height, rotate your wrist and punch your hand straight up, locking out your arm overhead.|Step:5 Lower the kettlebell back down to the starting position and repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/vzAxBtt.gif,
sTfvVsG,Band Reverse Fly,STRENGTH,SHOULDERS,BAND,DELTS,UPPER BACK|TRAPEZIUS,Step:1 Attach the band to a stationary object at chest height.|Step:2 Stand with your feet shoulder-width apart and hold the band with both hands in front of you.|Step:3 Keep your arms straight and lift them out to the sides until they are parallel to the ground.|Step:4 Squeeze your shoulder blades together at the top of the movement.|Step:5 Slowly lower your arms back to the starting position.|Step:6 Repeat for the desired number of repetitions.,https://static.exercisedb.dev/media/sTfvVsG.gif,
yUdIGNs,Cable Rear Delt Row (Stirrups),STRENGTH,SHOULDERS,CABLE,DELTS,TRAPEZIUS|RHOMBOIDS|BICEPS,"Step:1 Attach a stirrup handle to a low cable pulley and stand facing the machine.|Step:2 Grasp the handle with your left hand and take a step back with your right foot, positioning your body at a slight angle.|Step:3 Bend your knees slightly and hinge forward at the hips, keeping your back straight and your core engaged.|Step:4 With your left arm extended and your palm facing down, pull the handle towards your chest by retracting your shoulder blade.|Step:5 Pause for a moment at the top of the movement, squeezing your shoulder blade.|Step:6 Slowly release the handle back to the starting position and repeat for the desired number of repetitions.|Step:7 Switch sides and repeat the exercise with your right arm.",https://static.exercisedb.dev/media/yUdIGNs.gif,
Xy4jlWA,Dumbbell Arnold Press,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRICEPS|UPPER CHEST,"Step:1 Sit on a bench with back support and hold a dumbbell in each hand at shoulder level, palms facing your body and elbows bent.|Step:2 Press the dumbbells upward until your arms are fully extended and your palms are facing forward.|Step:3 Rotate your wrists as you lift, so that your palms are facing forward at the top of the movement.|Step:4 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/Xy4jlWA.gif,
VLYXo8S,Weighted Round Arm,STRENGTH,SHOULDERS,WEIGHTED,DELTS,TRICEPS|UPPER BACK,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand.|Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight.|Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows.|Step:4 Continue lifting your arms until they are parallel to the ground.|Step:5 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/VLYXo8S.gif,
FS63wTN,Dumbbell Push Press,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRICEPS|CORE,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level.|Step:2 Bend your knees slightly and dip your body down, then explosively extend your legs and press the dumbbells overhead.|Step:3 Lock out your arms at the top of the movement, then lower the dumbbells back to shoulder level.|Step:4 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/FS63wTN.gif,
8DiFDVA,Dumbbell Rear Fly,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPEZIUS|RHOMBOIDS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand.|Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight.|Step:3 Extend your arms straight down towards the ground, palms facing each other.|Step:4 Keeping a slight bend in your elbows, lift your arms out to the sides and squeeze your shoulder blades together.|Step:5 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/8DiFDVA.gif,
3eGE2JC,Dumbbell Front Raise,STRENGTH,SHOULDERS,DUMBBELL,DELTS,BICEPS|TRAPEZIUS,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs.|Step:2 Keeping your arms straight, exhale and lift the dumbbells in front of you until they are at shoulder level.|Step:3 Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position.|Step:4 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/3eGE2JC.gif,
P5p0j8B,Cable Standing Cross-Over High Reverse Fly,STRENGTH,SHOULDERS,CABLE,DELTS,TRAPEZIUS|RHOMBOIDS|REAR DELTOIDS,"Step:1 Attach a D-handle to each side of a cable machine at shoulder height.|Step:2 Stand in the middle of the cable machine with your feet shoulder-width apart.|Step:3 Grasp the handles with an overhand grip and extend your arms out to the sides, palms facing forward.|Step:4 Keep a slight bend in your elbows and maintain a straight back throughout the exercise.|Step:5 Engage your shoulder muscles and squeeze your shoulder blades together as you pull the handles towards the front of your body.|Step:6 Pause for a moment at the peak of the movement, then slowly return to the starting position.|Step:7 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/P5p0j8B.gif,
A6wtbuL,Dumbbell Standing Overhead Press,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRICEPS|UPPER BACK,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing forward.|Step:2 Press the dumbbells upward until your arms are fully extended overhead.|Step:3 Pause for a moment at the top, then slowly lower the dumbbells back down to shoulder level.|Step:4 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/A6wtbuL.gif,
RSOsp5d,Dumbbell Standing Around World,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRICEPS|FOREARMS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand.|Step:2 Extend your arms straight out to the sides at shoulder height, palms facing down.|Step:3 Keeping your arms straight, slowly rotate your arms in a circular motion, bringing the dumbbells in front of your body and then overhead.|Step:4 Continue the circular motion, bringing the dumbbells back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/RSOsp5d.gif,
u4bAmKp,Band Twisting Overhead Press,STRENGTH,SHOULDERS,BAND,DELTS,TRICEPS|UPPER BACK,"Step:1 Stand with your feet shoulder-width apart and place the band under your feet.|Step:2 Hold the band handles at shoulder height with your palms facing forward.|Step:3 Engage your core and press the band overhead, fully extending your arms.|Step:4 As you press, twist your torso to one side, keeping your hips stable.|Step:5 Pause for a moment at the top, then return to the starting position.|Step:6 Repeat the press and twist on the opposite side.|Step:7 Continue alternating sides for the desired number of repetitions.",https://static.exercisedb.dev/media/u4bAmKp.gif,
UzkLrem,Dumbbell Rear Lateral Raise (Support Head),STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|RHOMBOIDS,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand.|Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight.|Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the ground.|Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/UzkLrem.gif,
RJa4tCo,Battling Ropes,CARDIO,SHOULDERS,ROPE,DELTS,FOREARMS|CORE,"Step:1 Stand with your feet shoulder-width apart and knees slightly bent.|Step:2 Hold one end of the rope in each hand, with your palms facing each other.|Step:3 Raise your arms to shoulder height, keeping your elbows slightly bent.|Step:4 Begin making alternating waves with the ropes by rapidly raising and lowering each arm.|Step:5 Continue for the desired duration or number of repetitions.",https://static.exercisedb.dev/media/RJa4tCo.gif,
I4KkPdl,Kettlebell Double Push Press,STRENGTH,SHOULDERS,KETTLEBELL,DELTS,TRICEPS|CORE,"Step:1 Start by standing with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height.|Step:2 Bend your knees slightly and engage your core.|Step:3 Initiate the movement by explosively extending your hips, knees, and ankles, driving the kettlebells overhead.|Step:4 As the kettlebells reach the top, press them fully overhead, locking out your arms.|Step:5 Lower the kettlebells back to the starting position by bending your elbows and bringing them back down to shoulder height.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/I4KkPdl.gif,
ainizkb,Dumbbell Upright Row,STRENGTH,SHOULDERS,DUMBBELL,DELTS,TRAPS|BICEPS,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip.|Step:2 Let the dumbbells hang in front of your thighs, with your arms fully extended.|Step:3 Keeping your back straight and your core engaged, exhale and lift the dumbbells straight up towards your chin, leading with your elbows.|Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/ainizkb.gif,
