name,primaryMuscles,secondaryMuscles,equipment,mechanic,force,movement_pattern,difficulty_level,category,instructions,order_priority,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_s,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_s,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_s,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_s,Endurance_sets,General_min_reps,General_max_reps,General_rest_s,General_sets
Cable Pull Through,glutes|hamstrings|lower back,adductors,cable,compound,,hip_hinge,3,strength,"Attach a rope to a cable machine at floor-level position and stand facing away from the machine with your feet shoulder-width apart. Grab the rope with both hands and position it between your legs, just above your knees. Hinge forward at the hips and push your glutes back, keeping your back straight and chest up. Lower your torso until it is parallel to the floor, feeling a stretch in your hamstrings. Engage your glutes and hamstrings to drive your hips forward, standing up straight. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Shrug – Barbell,traps,forearms,barbell,isolation,,shoulder_raise,3,strength,"Stand with your feet shoulder-width apart and hold a barbell in front of your thighs with an overhand grip. Keep your arms fully extended and your shoulders relaxed. Slowly raise your shoulders as high as possible, as if you are trying to touch your ears with them. Hold the contracted position for a brief pause, squeezing your shoulder muscles. Lower your shoulders back down to the starting position in a controlled manner. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Bulgarian Split Squat,glutes|quadriceps|adductors,,body only,compound,,squat,3,strength,"Stand with your back facing a bench or step. Place the top of one foot on the bench or step behind you. Bend your front knee and lower your body down towards the ground, keeping your back straight. Pause when your front thigh is parallel to the ground. Push through your front heel to return to the starting position. Repeat for the desired number of repetitions, then switch legs.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Crunch – Machine,abdominals,abdominals,machine,compound,,core_flexion,3,strength,"Adjust the seat height and foot pad position on the crunch machine to ensure proper alignment. Sit on the machine with your back against the backrest and your feet secured under the foot pads. Place your hands lightly on the sides of your head, avoiding pulling on your neck. Engage your core muscles by drawing your belly button in towards your spine. Exhale and slowly curl your upper body forward, contracting your abdominal muscles. Pause for a moment at the top of the movement, feeling the contraction in your abs. Inhale and slowly lower your upper body back to the starting position, maintaining control throughout the movement. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Shrug – Dumbbell,traps,forearms,dumbbell,isolation,,shoulder_raise,3,strength,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. Keep your arms straight and allow the dumbbells to hang at your sides. Engage your core and lift your shoulders towards your ears, squeezing your shoulder blades together. Hold the contraction for a second, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
One-Legged Balance,calves,,body only,compound,,other,3,strength,Stand tall with your feet hip-width apart. Shift your weight onto one leg and lift the other leg off the ground. Engage your core muscles to maintain balance. Keep your standing leg slightly bent and your knee aligned with your toes. Find a focal point to help you maintain balance and focus. Hold the position for a desired amount of time. Switch legs and repeat the exercise.,2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Feet-Up Bench Press – Barbell,chest|shoulders,triceps,barbell,compound,,horizontal_push,3,strength,"Lie flat on a bench with your feet up in the air, knees bent at a 90-degree angle. Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. Engage your core and press your lower back into the bench. Unrack the barbell and hold it directly above your chest, arms fully extended. Inhale and slowly lower the barbell towards your chest, keeping your elbows tucked in. Pause for a brief moment when the barbell touches your chest. Exhale and push the barbell back up to the starting position, fully extending your arms. Repeat the movement for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Curl – Machine,biceps,forearms,machine,isolation,,elbow_flexion,3,strength,"Adjust the seat height and position yourself comfortably on the machine. Grasp the handles with an underhand grip, palms facing up. Keep your back straight and your elbows close to your sides. Exhale and slowly curl the handles towards your shoulders, contracting your biceps. Pause for a moment at the top of the movement, squeezing your biceps. Inhale and slowly lower the handles back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Reverse Fly – Machine,shoulders,traps,machine,isolation,,shoulder_raise,3,strength,"Adjust the seat height and chest pad of the machine to your comfort level. Sit on the machine with your chest against the pad and grasp the handles with an overhand grip. Keep your back straight and engage your core muscles. Exhale and slowly pull the handles back and away from your body, squeezing your shoulder blades together. Pause for a moment at the fully contracted position. Inhale and slowly return the handles to the starting position, maintaining control throughout the movement. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Hang Power Snatch,glutes|lower back|quadriceps|adductors,calves|forearms|hamstrings|traps,barbell,compound,,other,3,strength,"Stand with feet hip-width apart, holding a barbell with an overhand grip just outside of your thighs. Lower into a quarter squat position, keeping your back straight and chest up. Explosively extend your hips, knees, and ankles, jumping upward. As you jump, pull the barbell upward, keeping it close to your body. As the barbell reaches chest height, quickly drop into a quarter squat position and rotate your elbows under the barbell, keeping your arms straight. Catch the barbell overhead with arms fully extended, in a quarter squat position. Stand up, fully extending your hips and knees, while keeping the barbell overhead. Lower the barbell back down to the starting position, and repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
One-Handed Plate Wrist Curl,forearms,,body only,isolation,,elbow_flexion,3,strength,"Start by sitting on a bench or chair with your feet flat on the ground. Hold a weight plate with an underhand grip, placing your hand on the inside rim of the plate. Rest your forearm on your thigh, with your wrist hanging off the edge and pointing to the ceiling. Lower the weight plate towards the ground by flexing your wrist, keeping your forearm stationary. Pause for a moment at the bottom of the movement, feeling the stretch in your wrist. Slowly curl the weight plate back up towards your body. Repeat for the desired number of reps and then switch sides.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Kettlebell Swing,glutes|lower back,forearms|hamstrings|adductors|traps,kettlebells,compound,,hip_hinge,3,strength,"Stand with your feet shoulder-width apart, toes slightly turned out. Hold the kettlebell with both hands between your thighs, maintaining an overhand grip, arms hanging naturally extended towards the floor. Slightly bend your knees and hinge at the hips to push your buttocks back while keeping a flat back. Initiate the swing by snapping your hips forward, driving the kettlebell upward with your glutes and hamstrings. Swing the kettlebell to chest height with arms extended; keep your core engaged. Allow the kettlebell to descend by hinging at the hips again, controlling the downward movement. Use the momentum of the descending kettlebell to immediately begin the next swing. Perform the desired number of repetitions, maintaining a rhythmic and controlled pace. To finish, allow the kettlebell to swing back down one last time, slowing the swing to a stop safely.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Seated Oblique Twist,abdominals,abdominals,body only,compound,,other,3,strength,"Sit on a workout mat or bench with your knees bent and feet flat on the floor. Engage your core muscles by drawing your navel towards your spine. Hold a dumbbell or medicine ball with both hands close to your chest. Keeping your back straight, lean slightly back to engage your abdominal muscles. Exhale and rotate your torso to the right, bringing the weight towards your right hip. Inhale as you return to the starting position. Exhale and rotate your torso to the left, bringing the weight towards your left hip. Inhale as you return to the starting position. Repeat the twisting motion for the desired number of repetitions on each side.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Lying Leg Curl,hamstrings,,body only,isolation,,knee_flexion,3,strength,"Lie face down on a leg curl machine with your legs fully extended and your ankles against the padded lever. Grasp the handles on the machine for stability. Engage your core and squeeze your glutes. Bend your knees to curl the lever towards your glutes, keeping your upper legs stationary. Pause for a moment at the top of the movement, feeling the contraction in your hamstrings. Slowly lower the lever back to the starting position, fully extending your legs. Repeat for the desired number of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Hack Squat – Machine,glutes|quadriceps|adductors,,machine,compound,,squat,3,strength,"Adjust the seat height and foot platform of the machine to your desired position. Sit on the machine with your back against the pad and grasp the handles with an overhand grip. Engage your core throughout the exercise. Bend your knees and lower your body down, keeping your back straight and your heels on the foot platform. Continue descending until your thighs are parallel to the foot platform or as low as your flexibility allows. Push through your heels and extend your legs to return to the starting position. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
